date,location,line,row,species_code,value,comments
19950724,dw,0,0,MAPIP,3,na
19950724,dw,0,0,GUSA2,+,na
19950724,dw,0,0,DAJA,2,na
19950724,dw,0,0,PSTAT,+,na
19950724,dw,0,0,CADR6,+,na
19950724,dw,0,0,BOER4,16,na
19950724,dw,0,0,GAPI,+,na
19950724,dw,0,0,LITT,50,na
19950724,dw,3,0,GUSA2,10,na
19950724,dw,3,0,BOER4,9,na
19950724,dw,3,0,DAJA,1,na
19950724,dw,3,0,HYFIC,+,na
19950724,dw,3,0,Sporo,+,na
19950724,dw,3,0,MAPIP,+,na
19950724,dw,3,0,CADR6,+,na
19950724,dw,3,0,LITT,25,na
19950724,dw,6,0,BOER4,8,na
19950724,dw,6,0,GUSA2,5,na
19950724,dw,6,0,HYFIC,+,na
19950724,dw,6,0,CADR6,1,na
19950724,dw,6,0,MAPIP,+,na
19950724,dw,6,0,LITT,15,na
19950724,dw,9,0,GUSA2,12,na
19950724,dw,9,0,ERPU8,+,na
19950724,dw,9,0,SPCO4,4,na
19950724,dw,9,0,PSTAT,1,na
19950724,dw,9,0,CADR6,+,na
19950724,dw,9,0,BOER4,6,na
19950724,dw,9,0,LITT,15,na
19950724,dw,12,0,GUSA2,7,na
19950724,dw,12,0,PSTAT,1,na
19950724,dw,12,0,ERPU8,+,na
19950724,dw,12,0,Eupho,1,na
19950724,dw,12,0,DANAN,1,na
19950724,dw,12,0,CADR6,1,na
19950724,dw,12,0,SPCO4,1,na
19950724,dw,12,0,BOER4,3,na
19950724,dw,12,0,CHER2,1,na
19950724,dw,12,0,LITT,13,na
19950724,dw,15,0,GUSA2,3,na
19950724,dw,15,0,BOER4,20,na
19950724,dw,15,0,HYFIC,+,na
19950724,dw,15,0,GAPI,+,na
19950724,dw,15,0,MAPIP,+,na
19950724,dw,15,0,FORB,+,na
19950724,dw,15,0,LITT,55,na
19950724,dw,18,0,GUSA2,2,na
19950724,dw,18,0,CADR6,5,na
19950724,dw,18,0,MAPIP,1,na
19950724,dw,18,0,PSTAT,1,na
19950724,dw,18,0,GAPI,1,na
19950724,dw,18,0,BOER4,8,na
19950724,dw,18,0,NAHI,+,na
19950724,dw,18,0,LITT,25,na
19950724,dw,21,0,MAPIP,2,na
19950724,dw,21,0,HYFIC,+,na
19950724,dw,21,0,BOER4,10,na
19950724,dw,21,0,ARPUP6,1,na
19950724,dw,21,0,CADR6,+,na
19950724,dw,21,0,HIJA,4,na
19950724,dw,21,0,NAHI,+,na
19950724,dw,21,0,Sporo,1,na
19950724,dw,21,0,LITT,20,na
19950724,dw,24,0,BOER4,2,na
19950724,dw,24,0,ARPUP6,3,na
19950724,dw,24,0,CADR6,4,na
19950724,dw,24,0,DANAN,1,na
19950724,dw,24,0,HYFIC,1,na
19950724,dw,24,0,GUSA2,2,na
19950724,dw,24,0,PSTAT,1,na
19950724,dw,24,0,GAPI,1,na
19950724,dw,24,0,HIJA,3,na
19950724,dw,24,0,SPFL2,+,na
19950724,dw,24,0,MAPIP,2,na
19950724,dw,24,0,LITT,16,na
19950724,dw,27,0,CAJA6,1,na
19950724,dw,27,0,CADR6,1,na
19950724,dw,27,0,MAPIP,3,na
19950724,dw,27,0,BOER4,20,na
19950724,dw,27,0,PSTAT,1,na
19950724,dw,27,0,THME,+,na
19950724,dw,27,0,GUSA2,+,na
19950724,dw,27,0,LITT,60,na
19950724,dw,0,3,GUSA2,9,na
19950724,dw,0,3,MAPIP,3,na
19950724,dw,0,3,CADR6,3,na
19950724,dw,0,3,HYFIC,1,na
19950724,dw,0,3,BOER4,13,na
19950724,dw,0,3,NAHI,+,na
19950724,dw,0,3,PSTAT,1,na
19950724,dw,0,3,SPFL2,+,na
19950724,dw,0,3,DAJA,+,na
19950724,dw,0,3,LITT,28,na
19950724,dw,3,3,EPTO,+,na
19950724,dw,3,3,BOER4,10,na
19950724,dw,3,3,GUSA2,1,na
19950724,dw,3,3,MAPIP,3,na
19950724,dw,3,3,HYFIC,1,na
19950724,dw,3,3,PSTAT,1,na
19950724,dw,3,3,SAKA,+,na
19950724,dw,3,3,LIAUA,+,na
19950724,dw,3,3,HIJA,+,na
19950724,dw,3,3,LITT,20,na
19950724,dw,6,3,GUSA2,15,na
19950724,dw,6,3,CADR6,1,na
19950724,dw,6,3,Eupho,+,na
19950724,dw,6,3,SPCR,+,na
19950724,dw,6,3,DANAN,+,na
19950724,dw,6,3,HYFIC,+,na
19950724,dw,6,3,BOER4,+,na
19950724,dw,6,3,SPFL2,+,na
19950724,dw,6,3,LITT,5,na
19950724,dw,9,3,BOER4,10,na
19950724,dw,9,3,GUSA2,4,na
19950724,dw,9,3,CADR6,+,na
19950724,dw,9,3,YUGL,15,na
19950724,dw,9,3,PSTAT,1,na
19950724,dw,9,3,MAPIP,+,na
19950724,dw,9,3,SPCO4,3,na
19950724,dw,9,3,HYFIC,+,na
19950724,dw,9,3,LITT,50,na
19950724,dw,12,3,BOER4,5,na
19950724,dw,12,3,DAJA,1,na
19950724,dw,12,3,CADR6,1,na
19950724,dw,12,3,ERPU8,+,na
19950724,dw,12,3,GUSA2,+,na
19950724,dw,12,3,GAPI,+,na
19950724,dw,12,3,SPCR,3,na
19950724,dw,12,3,LITT,10,na
19950724,dw,15,3,GUSA2,6,na
19950724,dw,15,3,BOER4,4,na
19950724,dw,15,3,CADR6,1,na
19950724,dw,15,3,MAPIP,1,na
19950724,dw,15,3,LITT,20,na
19950724,dw,18,3,HYFIC,2,na
19950724,dw,18,3,PSTAT,1,na
19950724,dw,18,3,BOER4,10,na
19950724,dw,18,3,GAPI,2,na
19950724,dw,18,3,CADR6,3,na
19950724,dw,18,3,SPFL2,+,na
19950724,dw,18,3,LITT,35,na
19950724,dw,21,3,MAPIP,1,na
19950724,dw,21,3,BOER4,10,na
19950724,dw,21,3,CADR6,2,na
19950724,dw,21,3,GUSA2,+,na
19950724,dw,21,3,ARPUP6,1,na
19950724,dw,21,3,HYFIC,1,na
19950724,dw,21,3,LITT,30,na
19950724,dw,24,3,GUSA2,3,na
19950724,dw,24,3,CADR6,2,na
19950724,dw,24,3,BOER4,7,na
19950724,dw,24,3,ARPUP6,4,na
19950724,dw,24,3,GAPI,+,na
19950724,dw,24,3,NAHI,+,na
19950724,dw,24,3,MAPIP,+,na
19950724,dw,24,3,HYFIC,1,na
19950724,dw,24,3,LITT,25,na
19950724,dw,27,3,BOER4,15,na
19950724,dw,27,3,ARPUP6,3,na
19950724,dw,27,3,CADR6,2,na
19950724,dw,27,3,NAHI,+,na
19950724,dw,27,3,GUSA2,+,na
19950724,dw,27,3,PSTAT,1,na
19950724,dw,27,3,MAPIP,+,na
19950724,dw,27,3,LITT,50,na
19950724,dw,0,24,GUSA2,12,na
19950724,dw,0,24,PSTAT,1,na
19950724,dw,0,24,BOER4,5,na
19950724,dw,0,24,MAPIP,2,na
19950724,dw,0,24,LITT,13,na
19950724,dw,0,24,SPHA,1,na
19950724,dw,0,24,CADR6,1,na
19950724,dw,0,24,SAKA,1,na
19950724,dw,3,24,GUSA2,5,na
19950724,dw,3,24,BOER4,12,na
19950724,dw,3,24,MAPIP,1,na
19950724,dw,3,24,LITT,30,na
19950724,dw,3,24,CADR6,1,na
19950724,dw,3,24,Sporo,+,na
19950724,dw,6,24,BOER4,5,na
19950724,dw,6,24,MAPIP,4,na
19950724,dw,6,24,LITT,10,na
19950724,dw,6,24,CADR6,2,na
19950724,dw,6,24,LIAUA,+,na
19950724,dw,9,24,GUSA2,9,na
19950724,dw,9,24,PSTAT,+,na
19950724,dw,9,24,BOER4,15,na
19950724,dw,9,24,LITT,35,na
19950724,dw,9,24,CADR6,1,na
19950724,dw,9,24,HYFIC,+,na
19950724,dw,12,24,GUSA2,7,na
19950724,dw,12,24,BOER4,10,na
19950724,dw,12,24,MAPIP,2,na
19950724,dw,12,24,LITT,45,na
19950724,dw,12,24,CADR6,1,na
19950724,dw,12,24,CHER2,1,na
19950724,dw,15,24,GUSA2,+,na
19950724,dw,15,24,PSTAT,1,na
19950724,dw,15,24,BOER4,7,na
19950724,dw,15,24,LITT,35,na
19950724,dw,15,24,CADR6,1,na
19950724,dw,15,24,LIAUA,+,na
19950724,dw,15,24,HYFIC,1,na
19950724,dw,15,24,DAJA,1,na
19950724,dw,18,24,GUSA2,3,na
19950724,dw,18,24,BOER4,2,na
19950724,dw,18,24,MAPIP,1,na
19950724,dw,18,24,LITT,10,na
19950724,dw,18,24,CADR6,1,na
19950724,dw,18,24,HYFIC,+,na
19950724,dw,18,24,SPFL2,+,na
19950724,dw,18,24,SPCO4,+,na
19950724,dw,21,24,GUSA2,7,na
19950724,dw,21,24,BOER4,5,na
19950724,dw,21,24,LITT,15,na
19950724,dw,21,24,CADR6,3,na
19950724,dw,21,24,ARPUP6,2,na
19950724,dw,21,24,SPCR,1,na
19950724,dw,21,24,DANAN,+,na
19950724,dw,24,24,BOER4,15,na
19950724,dw,24,24,LITT,45,na
19950724,dw,24,24,MAPIP,1,na
19950724,dw,24,24,CADR6,2,na
19950724,dw,24,24,HYFIC,2,na
19950724,dw,24,24,DANAN,1,na
19950724,dw,24,24,GAPI,1,na
19950724,dw,27,24,GUSA2,2,na
19950724,dw,27,24,BOER4,10,na
19950724,dw,27,24,LITT,45,na
19950724,dw,27,24,CADR6,5,na
19950724,dw,27,24,SPFL2,+,na
19950724,dw,27,24,GAPI,1,na
19950724,dw,0,27,BOER4,5,na
19950724,dw,0,27,CADR6,+,na
19950724,dw,0,27,GUSA2,10,na
19950724,dw,0,27,LITT,18,na
19950724,dw,0,27,MAPIP,1,na
19950724,dw,3,27,BOER4,4,na
19950724,dw,3,27,GUSA2,4,na
19950724,dw,3,27,LITT,9,na
19950724,dw,3,27,SPCR,1,na
19950724,dw,6,27,BOER4,4,na
19950724,dw,6,27,CADR6,2,na
19950724,dw,6,27,GUSA2,11,na
19950724,dw,6,27,LITT,15,na
19950724,dw,9,27,BOER4,20,na
19950724,dw,9,27,CADR6,3,na
19950724,dw,9,27,CHER2,+,na
19950724,dw,9,27,LITT,40,na
19950724,dw,9,27,GAPI,1,na
19950724,dw,9,27,MAPIP,+,na
19950724,dw,12,27,BOER4,4,na
19950724,dw,12,27,CADR6,1,na
19950724,dw,12,27,GUSA2,8,na
19950724,dw,12,27,LITT,8,na
19950724,dw,15,27,BOER4,15,na
19950724,dw,15,27,CADR6,5,na
19950724,dw,15,27,LITT,45,na
19950724,dw,15,27,GAPI,+,na
19950724,dw,15,27,HYFIC,+,na
19950724,dw,15,27,EVNU,+,na
19950724,dw,18,27,BOER4,10,na
19950724,dw,18,27,CADR6,3,na
19950724,dw,18,27,LITT,20,na
19950724,dw,18,27,GAPI,2,na
19950724,dw,18,27,MAPIP,+,na
19950724,dw,18,27,DANAN,1,na
19950724,dw,21,27,BOER4,20,na
19950724,dw,21,27,CADR6,3,na
19950724,dw,21,27,LITT,70,na
19950724,dw,24,27,BOER4,15,na
19950724,dw,24,27,CADR6,2,na
19950724,dw,24,27,GUSA2,9,na
19950724,dw,24,27,LITT,35,na
19950724,dw,24,27,GAPI,1,na
19950724,dw,24,27,SPANC,1,na
19950724,dw,24,27,MAPIP,1,na
19950724,dw,27,27,BOER4,12,na
19950724,dw,27,27,CADR6,3,na
19950724,dw,27,27,DAJA,1,na
19950724,dw,27,27,GUSA2,2,na
19950724,dw,27,27,CHER2,1,na
19950724,dw,27,27,LITT,30,na
19950724,dw,0,12,GUSA2,5,na
19950724,dw,0,12,BOER4,4,na
19950724,dw,0,12,CHER2,+,na
19950724,dw,0,12,ERPU8,+,na
19950724,dw,0,12,LITT,9,na
19950724,dw,3,12,GUSA2,3,na
19950724,dw,3,12,CADR6,2,na
19950724,dw,3,12,DAJA,1,na
19950724,dw,3,12,luwr,+,no luwr on Sev. list...poss. LOWR?? Lotus wrightii
19950724,dw,3,12,HIJA,4,na
19950724,dw,3,12,BOER4,2,na
19950724,dw,3,12,MAPIP,1,na
19950724,dw,3,12,LITT,9,na
19950724,dw,6,12,GUSA2,1,na
19950724,dw,6,12,CADR6,+,na
19950724,dw,6,12,HIJA,5,na
19950724,dw,6,12,BOER4,5,na
19950724,dw,6,12,LITT,25,na
19950724,dw,9,12,CHER2,4,na
19950724,dw,9,12,EPTO,3,na
19950724,dw,9,12,EPTO,3,na
19950724,dw,9,12,MAPIP,2,na
19950724,dw,9,12,BOER4,4,na
19950724,dw,9,12,LITT,18,na
19950724,dw,12,12,EPTO,12,na
19950724,dw,12,12,CHER2,3,na
19950724,dw,12,12,GUSA2,2,na
19950724,dw,12,12,CADR6,+,na
19950724,dw,12,12,DAJA,1,na
19950724,dw,12,12,BOER4,7,na
19950724,dw,12,12,LITT,20,na
19950724,dw,15,12,CHER2,3,na
19950724,dw,15,12,CADR6,1,na
19950724,dw,15,12,BOER4,8,na
19950724,dw,15,12,LITT,20,na
19950724,dw,18,12,PSTAT,1,na
19950724,dw,18,12,SAKA,1,na
19950724,dw,18,12,MAPIP,2,na
19950724,dw,18,12,HYFIC,2,na
19950724,dw,18,12,YUGL,12,na
19950724,dw,18,12,SPHA,+,na
19950724,dw,18,12,GUSA2,+,na
19950724,dw,18,12,BOER4,8,na
19950724,dw,18,12,SPFL2,2,na
19950724,dw,18,12,LITT,25,na
19950724,dw,21,12,PSTAT,10,na
19950724,dw,21,12,HYFIC,1,na
19950724,dw,21,12,MAPIP,1,na
19950724,dw,21,12,NAHI,+,na
19950724,dw,21,12,CADR6,1,na
19950724,dw,21,12,BOER4,8,na
19950724,dw,21,12,LITT,40,na
19950724,dw,24,12,GUSA2,7,na
19950724,dw,24,12,CAJA6,1,na
19950724,dw,24,12,CADR6,3,na
19950724,dw,24,12,HYFIC,1,na
19950724,dw,24,12,ZIGR,2,na
19950724,dw,24,12,NAHI,+,na
19950724,dw,24,12,MAPIP,+,na
19950724,dw,24,12,BOER4,8,na
19950724,dw,24,12,LITT,25,na
19950724,dw,27,12,GUSA2,1,na
19950724,dw,27,12,ARPUP6,3,na
19950724,dw,27,12,CADR6,3,na
19950724,dw,27,12,GUSA2,+,na
19950724,dw,27,12,BOER4,5,na
19950724,dw,27,12,LITT,10,na
19950724,dw,0,15,GUSA2,7,na
19950724,dw,0,15,CADR6,1,na
19950724,dw,0,15,BOER4,4,na
19950724,dw,0,15,LITT,15,na
19950724,dw,3,15,CHER2,2,na
19950724,dw,3,15,GUSA2,+,na
19950724,dw,3,15,CADR6,1,na
19950724,dw,3,15,BOER4,12,na
19950724,dw,3,15,LITT,30,na
19950724,dw,6,15,GUSA2,3,na
19950724,dw,6,15,CADR6,1,na
19950724,dw,6,15,DANAN,+,na
19950724,dw,6,15,BOER4,3,na
19950724,dw,6,15,EPTO,3,na
19950724,dw,6,15,LITT,16,na
19950724,dw,9,15,GUSA2,3,na
19950724,dw,9,15,CHER2,3,na
19950724,dw,9,15,MAPIP,1,na
19950724,dw,9,15,PSTAT,+,na
19950724,dw,9,15,BOER4,8,na
19950724,dw,9,15,LITT,20,na
19950724,dw,12,15,CHER2,3,na
19950724,dw,12,15,GACO5,2,na
19950724,dw,12,15,GUSA2,1,na
19950724,dw,12,15,BOER4,5,na
19950724,dw,12,15,LITT,10,na
19950724,dw,15,15,GACO5,5,na
19950724,dw,15,15,DAJA,1,na
19950724,dw,15,15,NAHI,+,na
19950724,dw,15,15,MAPIP,+,na
19950724,dw,15,15,CHER2,1,na
19950724,dw,15,15,BOER4,15,na
19950724,dw,15,15,LITT,30,na
19950724,dw,18,15,GUSA2,8,na
19950724,dw,18,15,MAPIP,1,na
19950724,dw,18,15,GACO5,4,na
19950724,dw,18,15,DAJA,2,na
19950724,dw,18,15,SPFL2,2,na
19950724,dw,18,15,BOER4,1,na
19950724,dw,18,15,LITT,12,na
19950724,dw,21,15,CHER2,3,na
19950724,dw,21,15,SPCO4,1,na
19950724,dw,21,15,PSTAT,1,na
19950724,dw,21,15,MAPIP,1,na
19950724,dw,21,15,BOER4,30,na
19950724,dw,21,15,LITT,50,na
19950724,dw,21,15,CADR6,1,na
19950724,dw,24,15,LITT,30,na
19950724,dw,24,15,ZIGR,4,na
19950724,dw,24,15,HYFIC,1,na
19950724,dw,24,15,CADR6,1,na
19950724,dw,24,15,PSTAT,+,na
19950724,dw,24,15,BOER4,15,na
19950724,dw,24,15,GAPI,1,na
19950724,dw,27,15,DANAN,+,na
19950724,dw,27,15,CADR6,2,na
19950724,dw,27,15,HYFIC,1,na
19950724,dw,27,15,GUSA2,+,na
19950724,dw,27,15,LITT,22,na
19950724,dw,27,15,BOER4,10,na
19950724,dw,0,18,GUSA2,5,na
19950724,dw,0,18,CADR6,2,na
19950724,dw,0,18,Sporo,+,na
19950724,dw,0,18,BOER4,2,na
19950724,dw,0,18,DANAN,+,na
19950724,dw,0,18,LITT,6,na
19950724,dw,3,18,SPCO4,+,na
19950724,dw,3,18,BOER4,13,na
19950724,dw,3,18,GUSA2,2,na
19950724,dw,3,18,CADR6,1,na
19950724,dw,3,18,HYFIC,+,na
19950724,dw,3,18,LITT,45,na
19950724,dw,6,18,GUSA2,6,na
19950724,dw,6,18,BOER4,14,na
19950724,dw,6,18,CADR6,2,na
19950724,dw,6,18,LITT,30,na
19950724,dw,9,18,GUSA2,6,na
19950724,dw,9,18,BOER4,8,na
19950724,dw,9,18,CHER2,1,na
19950724,dw,9,18,CADR6,+,na
19950724,dw,9,18,LITT,17,na
19950724,dw,12,18,CHER2,2,na
19950724,dw,12,18,BOER4,7,na
19950724,dw,12,18,HYFIC,+,na
19950724,dw,12,18,LITT,15,na
19950724,dw,15,18,CHER2,5,na
19950724,dw,15,18,BOER4,9,na
19950724,dw,15,18,SPHA,+,na
19950724,dw,15,18,Sporo,1,na
19950724,dw,15,18,LITT,27,na
19950724,dw,18,18,GUSA2,3,na
19950724,dw,18,18,BOER4,10,na
19950724,dw,18,18,LIAUA,4,na
19950724,dw,18,18,SPCO4,+,na
19950724,dw,18,18,LITT,18,na
19950724,dw,21,18,GUSA2,5,na
19950724,dw,21,18,CADR6,2,na
19950724,dw,21,18,BOER4,5,na
19950724,dw,21,18,SPCO4,+,na
19950724,dw,21,18,LITT,7,na
19950724,dw,24,18,GUSA2,4,na
19950724,dw,24,18,BOER4,15,na
19950724,dw,24,18,NAHI,+,na
19950724,dw,24,18,CADR6,1,na
19950724,dw,24,18,LITT,40,na
19950724,dw,27,18,GAPI,3,na
19950724,dw,27,18,BOER4,12,na
19950724,dw,27,18,YUGL,1,na
19950724,dw,27,18,ARPUP6,4,na
19950724,dw,27,18,CADR6,1,na
19950724,dw,27,18,LITT,23,na
19950724,dw,0,21,BOER4,15,na
19950724,dw,0,21,SPFL2,+,na
19950724,dw,0,21,CHER2,10,na
19950724,dw,0,21,CADR6,+,na
19950724,dw,0,21,LITT,55,na
19950724,dw,3,21,GUSA2,4,na
19950724,dw,3,21,BOER4,5,na
19950724,dw,3,21,CADR6,1,na
19950724,dw,3,21,Sporo,+,na
19950724,dw,3,21,LITT,10,na
19950724,dw,6,21,BOER4,13,na
19950724,dw,6,21,CHER2,4,na
19950724,dw,6,21,DAJA,1,na
19950724,dw,6,21,CADR6,+,na
19950724,dw,6,21,LITT,28,na
19950724,dw,6,21,SPFL2,1,na
19950724,dw,9,21,GUSA2,3,na
19950724,dw,9,21,CADR6,1,na
19950724,dw,9,21,BOER4,1,na
19950724,dw,9,21,DAJA,1,na
19950724,dw,9,21,HYFIC,+,na
19950724,dw,9,21,CHER2,+,na
19950724,dw,9,21,LITT,5,na
19950724,dw,9,21,SPFL2,1,na
19950724,dw,12,21,GUSA2,10,na
19950724,dw,12,21,SPCR,+,na
19950724,dw,12,21,BOER4,3,na
19950724,dw,12,21,MAPIP,1,na
19950724,dw,12,21,CADR6,+,na
19950724,dw,12,21,LITT,5,na
19950724,dw,15,21,BOER4,10,na
19950724,dw,15,21,CADR6,2,na
19950724,dw,15,21,GAPI,1,na
19950724,dw,15,21,GUSA2,1,na
19950724,dw,15,21,MAPIP,+,na
19950724,dw,15,21,LITT,17,na
19950724,dw,18,21,GUSA2,8,na
19950724,dw,18,21,SPFL2,+,na
19950724,dw,18,21,BOER4,3,na
19950724,dw,18,21,DAJA,+,na
19950724,dw,18,21,MAPIP,+,na
19950724,dw,18,21,LITT,13,na
19950724,dw,21,21,GUSA2,8,na
19950724,dw,21,21,BOER4,7,na
19950724,dw,21,21,GAPI,1,na
19950724,dw,21,21,CADR6,2,na
19950724,dw,21,21,PSTAT,+,na
19950724,dw,21,21,ARPUP6,2,na
19950724,dw,21,21,SPCO4,+,na
19950724,dw,21,21,LITT,18,na
19950724,dw,24,21,BOER4,5,na
19950724,dw,24,21,Sporo,+,na
19950724,dw,24,21,PSTAT,+,na
19950724,dw,24,21,LITT,12,na
19950724,dw,27,21,BOER4,11,na
19950724,dw,27,21,GAPI,2,na
19950724,dw,27,21,MAPIP,3,na
19950724,dw,27,21,CADR6,2,na
19950724,dw,27,21,LITT,40,na
19950714,fs,0,21,GUSA2,1,na
19950714,fs,0,21,GACO5,2,na
19950714,fs,0,21,ARLUL2,1,na
19950714,fs,0,21,ARPUP6,+,na
19950714,fs,0,21,ERPU8,+,na
19950714,fs,0,21,DIWI2,+,na
19950714,fs,0,21,LITT,1,na
19950714,fs,3,21,HIJA,1,na
19950714,fs,3,21,GACO5,+,na
19950714,fs,3,21,ERPU8,+,na
19950714,fs,3,21,OPPOP,+,na
19950714,fs,3,21,DANAN,+,na
19950714,fs,3,21,LITT,10,na
19950714,fs,3,21,ARPUP6,+,na
19950714,fs,6,21,DAFO,5,na
19950714,fs,6,21,ARLUL2,+,na
19950714,fs,6,21,GACO5,+,na
19950714,fs,6,21,ARPUP6,+,na
19950714,fs,6,21,ERPU8,+,na
19950714,fs,6,21,LITT,2,na
19950714,fs,6,21,DIWI2,+,na
19950714,fs,9,21,STPA4,2,na
19950714,fs,9,21,GUSA2,2,na
19950714,fs,9,21,MAPIP,2,na
19950714,fs,9,21,CRCIJ,+,na
19950714,fs,9,21,GACO5,+,na
19950714,fs,9,21,THME,+,na
19950714,fs,9,21,LITT,3,na
19950714,fs,9,21,DIWI2,+,na
19950714,fs,12,21,ATCO,7,na
19950714,fs,12,21,PEAMA,8,na
19950714,fs,12,21,ORHY,+,na
19950714,fs,12,21,MAPIP,+,na
19950714,fs,12,21,LITT,35,na
19950714,fs,15,21,MAPIP,1,na
19950714,fs,15,21,DIWI2,+,na
19950714,fs,15,21,HIJA,2,na
19950714,fs,15,21,LITT,30,na
19950714,fs,15,21,ARPUP6,+,na
19950714,fs,18,21,THME,1,na
19950714,fs,18,21,ORHY,5,na
19950714,fs,18,21,MAPIP,+,na
19950714,fs,18,21,ERPU8,+,na
19950714,fs,18,21,GAPU,+,na
19950714,fs,18,21,LITT,7,na
19950714,fs,18,21,GUSA2,1,na
19950714,fs,21,21,ERPU8,+,na
19950714,fs,21,21,THME,+,na
19950714,fs,21,21,ZIGR,+,na
19950714,fs,21,21,MAPIP,+,na
19950714,fs,21,21,LITT,10,na
19950714,fs,21,21,GAPU,+,na
19950714,fs,24,21,ERPU8,+,na
19950714,fs,24,21,THME,+,na
19950714,fs,24,21,MAPIP,3,na
19950714,fs,24,21,LITT,4,na
19950714,fs,27,21,MAPIP,2,na
19950714,fs,27,21,THME,2,na
19950714,fs,27,21,STPA4,3,na
19950714,fs,27,21,ERPU8,+,na
19950714,fs,27,21,DIWI2,+,na
19950714,fs,27,21,LITT,1,na
19950714,fs,30,21,THME,+,na
19950714,fs,30,21,CAJA6,+,na
19950714,fs,30,21,SPFL2,1,na
19950714,fs,30,21,GUSA2,1,na
19950714,fs,30,21,CRCIJ,+,na
19950714,fs,30,21,ERPU8,+,na
19950714,fs,30,21,LITT,4,na
19950714,fs,30,21,DIWI2,+,na
19950714,fs,30,21,ZIGR,+,na
19950714,fs,0,18,EPTO,+,na
19950714,fs,0,18,HIJA,2,na
19950714,fs,0,18,ARLUL2,+,na
19950714,fs,0,18,ERPU8,+,na
19950714,fs,0,18,GUSA2,+,na
19950714,fs,0,18,GACO5,1,na
19950714,fs,0,18,CRCIJ,+,na
19950714,fs,0,18,LITT,16,na
19950714,fs,3,18,ERPU8,+,na
19950714,fs,3,18,GACO5,+,na
19950714,fs,3,18,LITT,5,na
19950714,fs,3,18,DIWI2,+,na
19950714,fs,6,18,HIJA,1,na
19950714,fs,6,18,GACO5,+,na
19950714,fs,6,18,ARLUL2,+,na
19950714,fs,6,18,DIWI2,+,na
19950714,fs,6,18,ERPU8,+,na
19950714,fs,6,18,LITT,7,na
19950714,fs,9,18,YUGL,7,na
19950714,fs,9,18,THME,+,na
19950714,fs,9,18,HIJA,2,na
19950714,fs,9,18,GUSA2,+,na
19950714,fs,9,18,CADR6,+,na
19950714,fs,9,18,ZIGR,+,na
19950714,fs,9,18,HYFIC,+,na
19950714,fs,9,18,LITT,15,na
19950714,fs,12,18,PEAMA,3,na
19950714,fs,12,18,ORHY,3,na
19950714,fs,12,18,HIJA,1,na
19950714,fs,12,18,DIWI2,+,na
19950714,fs,12,18,ZIGR,+,na
19950714,fs,12,18,LITT,10,na
19950714,fs,12,18,GAPU,+,na
19950714,fs,0,3,GUSA2,1,na
19950714,fs,0,3,HIJA,1,na
19950714,fs,0,3,GACO5,1,na
19950714,fs,0,3,THME,+,na
19950714,fs,0,3,ERPU8,+,na
19950714,fs,0,3,LITT,15,na
19950714,fs,3,3,GACO5,1,na
19950714,fs,3,3,THME,+,na
19950714,fs,3,3,GUSA2,1,na
19950714,fs,3,3,CHER2,2,na
19950714,fs,3,3,ERPU8,+,na
19950714,fs,3,3,LITT,9,na
19950714,fs,6,3,ERPU8,+,na
19950714,fs,6,3,DIWI2,1,na
19950714,fs,6,3,GUSA2,2,na
19950714,fs,6,3,GACO5,+,na
19950714,fs,6,3,MAPIP,+,na
19950714,fs,6,3,LITT,4,na
19950714,fs,9,3,MAPIP,2,na
19950714,fs,9,3,SEFLF,2,na
19950714,fs,9,3,ZIGR,1,na
19950714,fs,9,3,SPFL2,+,na
19950714,fs,9,3,HIJA,+,na
19950714,fs,9,3,ORHY,+,na
19950714,fs,9,3,LITT,20,na
19950714,fs,12,3,HIJA,1,na
19950714,fs,12,3,THME,1,na
19950714,fs,12,3,ARPUP6,+,na
19950714,fs,12,3,DIWI2,+,na
19950714,fs,12,3,MAPIP,1,na
19950714,fs,12,3,SPFL2,+,na
19950714,fs,12,3,GUSA2,1,na
19950714,fs,12,3,LITT,15,na
19950714,fs,15,3,PSSC6,8,na
19950714,fs,15,3,MAPIP,2,na
19950714,fs,15,3,SPFL2,+,na
19950714,fs,15,3,ORHY,1,na
19950714,fs,15,3,DIWI2,1,na
19950714,fs,15,3,HYFIC,+,na
19950714,fs,15,3,GUSA2,+,na
19950714,fs,15,3,HIJA,1,na
19950714,fs,15,3,LITT,45,na
19950714,fs,15,3,ARPUP6,+,na
19950714,fs,18,3,MAPIP,2,na
19950714,fs,18,3,DIWI2,1,na
19950714,fs,18,3,ZIGR,2,na
19950714,fs,18,3,SPFL2,+,na
19950714,fs,18,3,DIWI2,1,na
19950714,fs,18,3,HIJA,2,na
19950714,fs,18,3,LITT,20,na
19950714,fs,21,3,MAPIP,2,na
19950714,fs,21,3,ZIGR,1,na
19950714,fs,21,3,ORHY,+,na
19950714,fs,21,3,SPFL2,+,na
19950714,fs,21,3,HIJA,1,na
19950714,fs,21,3,ATCA2,3,na
19950714,fs,21,3,GUSA2,2,na
19950714,fs,21,3,LITT,30,na
19950714,fs,24,3,MAPIP,2,na
19950714,fs,24,3,THME,+,na
19950714,fs,24,3,SPCR,+,na
19950714,fs,24,3,SPHA,+,na
19950714,fs,24,3,DIWI2,+,na
19950714,fs,24,3,HIJA,+,na
19950714,fs,24,3,DANAN,+,na
